Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Correlation between the catalytic activity of polyoxometallates and the special features of their tunnel and optical spectra,Russian Journal of Physical Chemistry B,,,,10.1134/S1990793110060047,F. I. DalidchikE. M. BalashovB. A. BudanovA. K. GatinM. V. GrishinA. A. KirsankinS. A. KovalevskiiN. N. KolchenkoV. G. SlutskiiB. R. Shub,2010,https://link.springer.com/article/10.1134/S1990793110060047,Article
Vertic processes and specificity of organic matter properties and distribution in Vertisols,Eurasian Soil Science,,,,10.1134/S1064229310130065,I. KovdaE. MorgunT. W. Boutton,2010,https://link.springer.com/article/10.1134/S1064229310130065,Article
Computing Services for LHC: From Clusters to Grids,From the Web to the Grid and Beyond,,,,10.1007/978-3-642-23157-5_3,Les Robertson,2011,https://link.springer.com/chapter/10.1007/978-3-642-23157-5_3,Chapter
"Highly Correlated State of <i>π</i> Electrons, Self-organization at&#xa0;Doping, and Superconductivity in Doped Picene",Journal of Superconductivity and Novel Magnetism,,,,10.1007/s10948-010-0845-2,M. V. Krasinkova,2010,https://link.springer.com/article/10.1007/s10948-010-0845-2,Article
Key Exchange in IPsec Revisited: Formal Analysis of IKEv1 and IKEv2,Computer Security – ESORICS 2011,,,,10.1007/978-3-642-23822-2_18,Cas Cremers,2011,https://link.springer.com/chapter/10.1007/978-3-642-23822-2_18,Conference paper
Digital Contestation,"Body Piercing and Identity Construction: A Comparative Perspective—New York, New Orleans, Wrocław",,,,10.1057/9780230117129_6,Lisiunia A. Romanienko,2011,https://link.springer.com/chapter/10.1057/9780230117129_6,Chapter
Covert Movement in Logical Grammar,Logic and Grammar,,,,10.1007/978-3-642-21490-5_2,Carl Pollard,2011,https://link.springer.com/chapter/10.1007/978-3-642-21490-5_2,Chapter
Influence of the temperature and rate of generation of point defects on the processes of deformation-induced segregation in the Fe-Cr-Ni alloy,The Physics of Metals and Metallography,,,,10.1134/S0031918X10040113,S. A. StarikovA. R. KuznetsovV. V. SagaradzeV. A. PechenkinI. A. Stepanov,2010,https://link.springer.com/article/10.1134/S0031918X10040113,Article
Transport of Carbon Dioxide and Radioactive Waste,Geological Disposal of Carbon Dioxide and Radioactive Waste: A Comparative Assessment,,,,10.1007/978-90-481-8712-6_6,Darío R. GómezMichael Tyacke,2011,https://link.springer.com/chapter/10.1007/978-90-481-8712-6_6,Chapter
Electromagnetic properties of the graphene junctions,The European Physical Journal B,,,,10.1140/epjb/e2011-10675-3,S. E. Shafranjuk,2011,https://link.springer.com/article/10.1140/epjb/e2011-10675-3,Article
MILC,Encyclopedia of Parallel Computing,,,,10.1007/978-0-387-09766-4_109,Steven Gottlieb,2011,https://link.springer.com/rwe/10.1007/978-0-387-09766-4_109,Reference work entry
An economic and efficient method for further purification of crude DNA extracted from forest soils,Journal of Forestry Research,,,,10.1007/s11676-010-0040-0,Guo-min HanFu-qiang SongZhi-jun ZhangWu NiSha-e HeXing-jun Tian,2010,https://link.springer.com/article/10.1007/s11676-010-0040-0,Article
The Mondragon Cooperative Group: Local Development with a Global Vision,Capital and the Debt Trap,,,,10.1057/9780230308527_9,Claudia Sanchez BajoBruno Roelants,2011,https://link.springer.com/chapter/10.1057/9780230308527_9,Chapter
"Gravity, Gradiometry",Encyclopedia of Solid Earth Geophysics,,,,10.1007/978-90-481-8702-7_80,Christopher Jekeli,2011,https://link.springer.com/rwe/10.1007/978-90-481-8702-7_80,Reference work entry
Circuit modeling of quantum dot semiconductor optical amplifier,Frontiers of Optoelectronics in China,,,,10.1007/s12200-010-0101-1,Yi YuLirong HuangMeng XiongDexiu Huang,2010,https://link.springer.com/article/10.1007/s12200-010-0101-1,Article
Storing the Semantic Web: Repositories,Handbook of Semantic Web Technologies,,,,10.1007/978-3-540-92913-0_7,Atanas KiryakovMariana Damova,2011,https://link.springer.com/rwe/10.1007/978-3-540-92913-0_7,Reference work entry
"Radiation-induced dissolution of Ni<sub>3</sub>
                     <i>M</i> intermetallic particles (<i>M</i> = Ti, Al, Zr) in displacement cascades in Fe-Ni-<i>M</i> alloys irradiated by neutrons at 340 K",The Physics of Metals and Metallography,,,,10.1134/S0031918X1005008X,V. V. SagaradzeV. A. ShabashovA. V. LitvinovV. M. KoloskovV. D. Parkhomenko,2010,https://link.springer.com/article/10.1134/S0031918X1005008X,Article
The Concept of ‘Work’ in CSCW,Computer Supported Cooperative Work (CSCW),,,,10.1007/s10606-011-9146-y,Kjeld Schmidt,2011,https://link.springer.com/article/10.1007/s10606-011-9146-y,Article
On the kinetics of phase and structural transformations upon mechanical alloying,The Physics of Metals and Metallography,,,,10.1134/S0031918X10050108,V. V. CherdyntsevS. D. Kaloshkin,2010,https://link.springer.com/article/10.1134/S0031918X10050108,Article
Interphase microstress measurements in IN 718 by cold neutron diffraction,Applied Physics A,,,,10.1007/s00339-010-5607-2,J. RepperP. LinkM. HofmannC. KrempaszkyW. PetryE. Werner,2010,https://link.springer.com/article/10.1007/s00339-010-5607-2,Article
Effect of the Pauli exclusion principle on the potential of nucleus-nucleus interaction,Physics of Atomic Nuclei,,,,10.1134/S1063778810070070,V. Yu. DenisovV. A. Nesterov,2010,https://link.springer.com/article/10.1134/S1063778810070070,Article
Visual Studio 2010 and .NET 4,Pro ASP.NET 4 CMS,,,,10.1007/978-1-4302-2713-7_1,Alan Harris,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2713-7_1,Chapter
"Performance Tuning, Configuration, and Debugging",Pro ASP.NET 4 CMS,,,,10.1007/978-1-4302-2713-7_8,Alan Harris,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2713-7_8,Chapter
"Satellite Altimetry for Geodetic, Oceanographic, and Climate Studies in the Australian Region",Coastal Altimetry,,,,10.1007/978-3-642-12796-0_18,X. DengD. A. GriffinK. RidgwayJ. A. ChurchW. E. FeatherstoneN. J. WhiteM. Cahill,2011,https://link.springer.com/chapter/10.1007/978-3-642-12796-0_18,Chapter
Simulating the mechanical response of amorphous solids using atomistic methods,The European Physical Journal B,,,,10.1140/epjb/e2010-00157-7,M. L. FalkC. E. Maloney,2010,https://link.springer.com/article/10.1140/epjb/e2010-00157-7,Article
A general science-based framework for dynamical spatio-temporal models,TEST,,,,10.1007/s11749-010-0209-z,Christopher K. WikleMevin B. Hooten,2010,https://link.springer.com/article/10.1007/s11749-010-0209-z,Article
A formal nethod (a networked formal method),Innovations in Systems and Software Engineering,,,,10.1007/s11334-009-0121-4,Peter T. BreuerSimon Pickin,2010,https://link.springer.com/article/10.1007/s11334-009-0121-4,Article
A Science Driven Production Cyberinfrastructure—the Open Science Grid,Journal of Grid Computing,,,,10.1007/s10723-010-9176-6,Mine AltunayPaul AveryKent BlackburnBrian BockelmanMichael ErnstDan FraserRobert QuickRobert GardnerSebastien GoasguenTanya LevshinaMiron LivnyJohn McGeeDoug OlsonRuth PordesMaxim PotekhinAbhishek RanaAlain RoyChander SehgalIgor SfiligoiFrank Wuerthwein,2010,https://link.springer.com/article/10.1007/s10723-010-9176-6,Article
Age Strengthening of Cast Irons: Review of Research and Literature,International Journal of Metalcasting,,,,10.1007/BF03355465,J. TeagueV. Richards,2010,https://link.springer.com/article/10.1007/BF03355465,Article
Catalogue of Minor Planet Names and Discovery Circumstances,Dictionary of Minor Planet Names,,,,10.1007/978-3-642-29718-2_2,Dr. Lutz D. Schmadel,2012,https://link.springer.com/chapter/10.1007/978-3-642-29718-2_2,Chapter
Spreading resistance and compensation of charge carriers in ferromagnetic silicon implanted with manganese,Semiconductors,,,,10.1134/S1063782610010033,A. F. OrlovL. A. BalagurovI. V. KulemanovYu. N. ParkhomenkoA. V. KartavykhV. V. SaraikinYu. A. AgafonovV. I. Zinenko,2010,https://link.springer.com/article/10.1134/S1063782610010033,Article
Practical considerations on the GreenView application development and execution over SEE-GRID,Earth Science Informatics,,,,10.1007/s12145-010-0066-z,Danut MihonVictor BacuDorian GorganRóbert MészárosGyõrgyi Gelybó,2010,https://link.springer.com/article/10.1007/s12145-010-0066-z,Article
Analysis of the domain structure of submicrocrystalline ferromagnets by the method of Lorentz electron microscopy,The Physics of Metals and Metallography,,,,10.1134/S0031918X10010023,G. F. KorznikovaA. I. DeryaginA. V. Korznikov,2010,https://link.springer.com/article/10.1134/S0031918X10010023,Article
A multiparametric sensor for cationic analysis,Russian Journal of Physical Chemistry A,,,,10.1134/S0036024410120149,E. V. LukovskayaA. A. BobylevaA. A. MizerevO. A. FedorovaYu. V. FedorovA. A. MoiseevaA. V. Anisimov,2010,https://link.springer.com/article/10.1134/S0036024410120149,Article
Some considerations about fatigue failure in milled butt-welded joints affected by residual stress,Journal of Mechanical Science and Technology,,,,10.1007/s12206-009-1280-9,M. De GiorgiV. DattomaR. Nobile,2010,https://link.springer.com/article/10.1007/s12206-009-1280-9,Article
"Specific features of self-organizing of structure in Ni-Cr, Fe-Ni-Cr base austenite alloys after high energy treatment",Bulletin of the Russian Academy of Sciences: Physics,,,,10.3103/S1062873809110306,D. L. Alontseva,2009,https://link.springer.com/article/10.3103/S1062873809110306,Article
Developing a Philippine Cancer Grid. Part 1: Building a Prototype for a Data Retrieval System for Breast Cancer Research Using Medical Ontologies,Managed Grids and Cloud Systems in the Asia-Pacific Research Community,,,,10.1007/978-1-4419-6469-4_9,Andrei D. CoronelRafael P. Saldana,2010,https://link.springer.com/chapter/10.1007/978-1-4419-6469-4_9,Conference paper
From Static Domains to Graph Decomposition for Heterogeneous Cluster Programming,High Performance Computing on Vector Systems 2009,,,,10.1007/978-3-642-03913-3_11,C. B. NavarreteE. Anguiano,2010,https://link.springer.com/chapter/10.1007/978-3-642-03913-3_11,Conference paper
Effect of the periphery of metal-semiconductor contacts with Schottky barriers on their static current-voltage characteristic,Semiconductors,,,,10.1134/S1063782610050088,N. A. Torkhov,2010,https://link.springer.com/article/10.1134/S1063782610050088,Article
Structural aspect of the manifestation of thermal brittleness in a maraging steel of the EI-832 type,The Physics of Metals and Metallography,,,,10.1134/S0031918X10020109,V. M. SchastlivtsevI. L. YakovlevaN. A. TereshchenkoA. A. Kruglov,2010,https://link.springer.com/article/10.1134/S0031918X10020109,Article
5f-Electron Phenomena in the Metallic State,The Chemistry of the Actinide and Transactinide Elements,,,,10.1007/978-94-007-0211-0_21,A. J. ArkoJohn J. JoyceLadia Havela,2010,https://link.springer.com/chapter/10.1007/978-94-007-0211-0_21,Chapter
Risk-Based Cost Assessment of Maritime and Port Security,Security and Environmental Sustainability of Multimodal Transport,,,,10.1007/978-90-481-8563-4_11,Khalid Bichou,2010,https://link.springer.com/chapter/10.1007/978-90-481-8563-4_11,Conference paper
Development of approaches for selecting the optimum alloying systems and production parameters for manufacturing hot-rolled high-strength low-alloy steels for automobile building,Metallurgist,,,,10.1007/s11015-009-9186-4,N. A. RybkinI. G. RodionovaN. G. ShaposhnikovV. V. KuznetsovP. A. Mishnev,2009,https://link.springer.com/article/10.1007/s11015-009-9186-4,Article
Workload characterization in a high-energy data grid and&#xa0;impact&#xa0;on&#xa0;resource management,Cluster Computing,,,,10.1007/s10586-009-0081-3,Adriana IamnitchiShyamala DoraimaniGabriele Garzoglio,2009,https://link.springer.com/article/10.1007/s10586-009-0081-3,Article
Considerations for Progressive Damage in Fiber-Reinforced Composite Materials Subject to Fatigue,High Performance Computing Systems and Applications,,,,10.1007/978-3-642-12659-8_12,John MontesanoKamran BehdinanZouheir FawazCheung Poon,2010,https://link.springer.com/chapter/10.1007/978-3-642-12659-8_12,Conference paper
Cooperation evolution in random multiplicative environments,The European Physical Journal B,,,,10.1140/epjb/e2010-00027-4,G. YaariS. Solomon,2010,https://link.springer.com/article/10.1140/epjb/e2010-00027-4,Article
The Liberal Democrats and the Role of the State,British Party Politics and Ideology after New Labour,,,,10.1057/9780230248557_21,Duncan Brack,2010,https://link.springer.com/chapter/10.1057/9780230248557_21,Chapter
"Magnetic properties of single crystals of ludwigites Cu<sub>2</sub>
                     <i>M</i>BO<sub>5</sub> (<i>M</i> = Fe<sup>3+</sup>, Ga<sup>3+</sup>)",Physics of the Solid State,,,,10.1134/S106378340910014X,G. A. PetrakovskiĭL. N. BezmaternykhD. A. VelikanovA. M. VorotynovO. A. BayukovM. Schneider,2009,https://link.springer.com/article/10.1134/S106378340910014X,Article
Melting of γ-TiAl in the alumina crucible,Russian Journal of Non-Ferrous Metals,,,,10.3103/S1067821209040105,D. EatesamiM. M. HadaviA. Habibollahzade,2009,https://link.springer.com/article/10.3103/S1067821209040105,Article
The Liberal Tradition,A Short History of the Liberal Party,,,,10.1057/9781137056078_1,Chris Cook,2010,https://link.springer.com/chapter/10.1057/9781137056078_1,Chapter
Fitting the integrated spectral energy distributions of galaxies,Astrophysics and Space Science,,,,10.1007/s10509-010-0458-z,Jakob WalcherBrent GrovesTamás BudaváriDaniel Dale,2010,https://link.springer.com/article/10.1007/s10509-010-0458-z,Article
WPF 4.0 and Silverlight 3.0,Introducing .NET 4.0,,,,10.1007/978-1-4302-2456-3_15,Alex Mackey,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2456-3_15,Chapter
Effect of pressure and gravitational field on the dendritic structure and distribution of solutes in Al-4% Cu single crystals,The Physics of Metals and Metallography,,,,10.1134/S0031918X09060088,V. O. EsinA. S. KrivonosovaI. Zh. SattybaevT. G. FedorovaV. A. Sazonova,2009,https://link.springer.com/article/10.1134/S0031918X09060088,Article
Contact interactions and optimization of locally loaded shell structures,Journal of Mathematical Sciences,,,,10.1007/s10958-009-9634-5,V. S. HudramovychA. P. Dzyuba,2009,https://link.springer.com/article/10.1007/s10958-009-9634-5,Article
Verifying workflow processes: a transformation-based approach,Software & Systems Modeling,,,,10.1007/s10270-010-0149-9,Haiping ZhaWil M. P. van der AalstJianmin WangLijie WenJiaguang Sun,2010,https://link.springer.com/article/10.1007/s10270-010-0149-9,Article
Culture and Law on the Durand Line,Cultural Change and Persistence,,,,10.1057/9780230117334_11,Charles H. Norchi,2010,https://link.springer.com/chapter/10.1057/9780230117334_11,Chapter
S,"The Palgrave Macmillan Dictionary of Finance, Investment and Banking",,,,10.1057/9780230251212_20,Erik Banks,2010,https://link.springer.com/chapter/10.1057/9780230251212_20,Chapter
Specific features of recombination processes in CdTe films produced in different temperature conditions of growth and subsequent annealing,Semiconductors,,,,10.1134/S106378260908003X,I. B. ErmolovichV. V. MileninR. A. Red’koS. M. Red’ko,2009,https://link.springer.com/article/10.1134/S106378260908003X,Article
Content-Based Publish/Subscribe Systems,Handbook of Peer-to-Peer Networking,,,,10.1007/978-0-387-09751-0_49,Haiying Shen,2010,https://link.springer.com/chapter/10.1007/978-0-387-09751-0_49,Chapter
Data Capture,Springer Handbook of Geographic Information,,,,10.1007/978-3-540-72680-7_9,Michael CramerWolfgang KresseJan SkaloudNorbert HaalaSilvia NittelJan O. Wallgrün,2011,https://link.springer.com/chapter/10.1007/978-3-540-72680-7_9,Chapter
Formation of metastable solid solutions of boron in nickel under mechanochemical synthesis from Ni-B and Ni-Nb-B mixtures,Inorganic Materials,,,,10.1134/S0020168509040074,V. I. FadeevaI. A. SviridovL. M. Kubalova,2009,https://link.springer.com/article/10.1134/S0020168509040074,Article
