Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Classification and Software Culture,Fundamentals of Software Culture,,,,10.1007/978-981-13-0701-0_3,Zheng QinHuidi ZhangXin QinKaiping XuKouemo Ngayo Anatoli DimitrovGuolong WangWenhui Yu,2018,https://link.springer.com/chapter/10.1007/978-981-13-0701-0_3,Chapter
A multi-parameter scheduling method of dynamic workloads for big data calculation in cloud computing,The Journal of Supercomputing,,,,10.1007/s11227-017-2050-6,Ali HananiAmir Masoud RahmaniAmir Sahafi,2017,https://link.springer.com/article/10.1007/s11227-017-2050-6,Article
Implementation of scalable fuzzy relational operations in MapReduce,Soft Computing,,,,10.1007/s00500-017-2561-3,Elham S. KhorasaniMatthew CremeensZhenge Zhao,2017,https://link.springer.com/article/10.1007/s00500-017-2561-3,Article
CATS: cache-aware task scheduling for Hadoop-based systems,Cluster Computing,,,,10.1007/s10586-017-0920-6,Byungnam LimJong Wook KimYon Dohn Chung,2017,https://link.springer.com/article/10.1007/s10586-017-0920-6,Article
Availability Optimization in Cloud-Based In-Memory Data Grids,Principles and Practice of Constraint Programming,,,,10.1007/978-3-319-44953-1_42,Samir SebbahClaire BagleyMike ColenaSerdar Kadioglu,2016,https://link.springer.com/chapter/10.1007/978-3-319-44953-1_42,Conference paper
A new method for the informed discovery of resources in the grid system using particle swarm optimization algorithm (RDT_PSO),The Journal of Supercomputing,,,,10.1007/s11227-017-2090-y,Marjan Abdeyazdan,2017,https://link.springer.com/article/10.1007/s11227-017-2090-y,Article
Bringing High Performance Computing to Big Data Algorithms,Handbook of Big Data Technologies,,,,10.1007/978-3-319-49340-4_23,H. AnztJ. DongarraM. GatesJ. KurzakP. LuszczekS. TomovI. Yamazaki,2017,https://link.springer.com/chapter/10.1007/978-3-319-49340-4_23,Chapter
Network-on-Chip Design,Handbook of Hardware/Software Codesign,,,,10.1007/978-94-017-7267-9_16,Haseeb BokhariSri Parameswaran,2017,https://link.springer.com/rwe/10.1007/978-94-017-7267-9_16,Reference work entry
A secure and high-performance multi-controller architecture for software-defined networking,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.1500321,Huan-zhao WangPeng ZhangLei XiongXin LiuCheng-chen Hu,2016,https://link.springer.com/article/10.1631/FITEE.1500321,Article
HGASA: An Efficient Hybrid Technique for Optimizing Data Access in Dynamic Data Grid,Distributed Computing and Internet Technology,,,,10.1007/978-3-319-28034-9_17,R. Kingsy GraceR. Manimegalai,2016,https://link.springer.com/chapter/10.1007/978-3-319-28034-9_17,Conference paper
Learning from Network Device Statistics,Journal of Network and Systems Management,,,,10.1007/s10922-017-9426-z,Rolf StadlerRafael PasquiniViktoria Fodor,2017,https://link.springer.com/article/10.1007/s10922-017-9426-z,Article
Big data preprocessing: methods and prospects,Big Data Analytics,,,,10.1186/s41044-016-0014-0,Salvador GarcíaSergio Ramírez-GallegoJulián LuengoJosé Manuel BenítezFrancisco Herrera,2016,https://link.springer.com/article/10.1186/s41044-016-0014-0,Article
Performance analysis of data intensive cloud systems based on data management and replication: a survey,Distributed and Parallel Databases,,,,10.1007/s10619-015-7173-2,Saif Ur Rehman MalikSamee U. KhanSam J. EwenNikos TziritasJoanna KolodziejAlbert Y. ZomayaSajjad A. MadaniNasro Min-AllahLizhe WangCheng-Zhong XuQutaibah Marwan MalluhiJohnatan E. PeceroPavan BalajiAbhinav VishnuRajiv RanjanSherali ZeadallyHongxiang Li,2015,https://link.springer.com/article/10.1007/s10619-015-7173-2,Article
"RE-Europe, a large-scale dataset for modeling a highly renewable European electricity system",Scientific Data,,,,10.1038/sdata.2017.175,Tue V. JensenPierre Pinson,2017,https://link.springer.com/article/10.1038/sdata.2017.175,Article
Accelerating SPARQL queries by exploiting hash-based locality and adaptive partitioning,The VLDB Journal,,,,10.1007/s00778-016-0420-y,Razen HarbiIbrahim AbdelazizPanos KalnisNikos MamoulisYasser EbrahimMajed Sahli,2016,https://link.springer.com/article/10.1007/s00778-016-0420-y,Article
Self-tuning in Distributed Transactional Memory,"Transactional Memory. Foundations, Algorithms, Tools, and Applications",,,,10.1007/978-3-319-14720-8_19,Maria CouceiroDiego DidonaLuís RodriguesPaolo Romano,2015,https://link.springer.com/chapter/10.1007/978-3-319-14720-8_19,Chapter
Related Work and Background,Building a Columnar Database on RAMCloud,,,,10.1007/978-3-319-20711-7_2,Christian Tinnefeld,2016,https://link.springer.com/chapter/10.1007/978-3-319-20711-7_2,Chapter
NScale: neighborhood-centric large-scale graph analytics in the cloud,The VLDB Journal,,,,10.1007/s00778-015-0405-2,Abdul QuamarAmol DeshpandeJimmy Lin,2015,https://link.springer.com/article/10.1007/s00778-015-0405-2,Article
Speeding up the multimedia feature extraction: a comparative study on the big data approach,Multimedia Tools and Applications,,,,10.1007/s11042-016-3415-1,David MeraMichal BatkoPavel Zezula,2016,https://link.springer.com/article/10.1007/s11042-016-3415-1,Article
High-Performance Storage Support for Scientific Big Data Applications on the Cloud,Resource Management for Big Data Platforms,,,,10.1007/978-3-319-44881-7_8,Dongfang ZhaoAkash MahakodeSandip LakshminarasaiahIoan Raicu,2016,https://link.springer.com/chapter/10.1007/978-3-319-44881-7_8,Chapter
High performance location-based services in a main-memory database,GeoInformatica,,,,10.1007/s10707-016-0278-6,Suprio RayRolando BlancoAnil K. Goel,2016,https://link.springer.com/article/10.1007/s10707-016-0278-6,Article
A Survey on Desktop Grid Systems-Research Gap,Proceedings of the 3rd International Symposium on Big Data and Cloud Computing Challenges (ISBCC – 16’),,,,10.1007/978-3-319-30348-2_16,Neelanarayanan Venkataraman,2016,https://link.springer.com/chapter/10.1007/978-3-319-30348-2_16,Conference paper
Introduction to Big Data Analysis,Techniques and Environments for Big Data Analysis,,,,10.1007/978-3-319-27520-8_1,Kiranjit PattnaikBhabani Shankar Prasad Mishra,2016,https://link.springer.com/chapter/10.1007/978-3-319-27520-8_1,Chapter
SASS: A High-Performance Key-Value Store Design for Massive Hybrid Storage,Database Systems for Advanced Applications,,,,10.1007/978-3-319-18120-2_9,Jiangtao WangZhiliang GuoXiaofeng Meng,2015,https://link.springer.com/chapter/10.1007/978-3-319-18120-2_9,Conference paper
Lattice Quantum Chromodynamics,An Advanced Course in Computational Nuclear Physics,,,,10.1007/978-3-319-53336-0_3,Tetsuo Hatsuda,2017,https://link.springer.com/chapter/10.1007/978-3-319-53336-0_3,Chapter
Oracle GoldenGate Management Pack Part I,Mastering Oracle GoldenGate,,,,10.1007/978-1-4842-2301-7_13,Ravinder Gupta,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2301-7_13,Chapter
Reversible Phase Transitions in a Structured Overlay Network with Churn,Networked Systems,,,,10.1007/978-3-319-46140-3_26,Ruma R. PaulPeter Van RoyVladimir Vlassov,2016,https://link.springer.com/chapter/10.1007/978-3-319-46140-3_26,Conference paper
Scalable and Cost-Efficient Algorithms for Reliable and Distributed Cloud Storage,Cloud Computing and Services Science,,,,10.1007/978-3-319-29582-4_2,Makhlouf Hadji,2016,https://link.springer.com/chapter/10.1007/978-3-319-29582-4_2,Conference paper
Secure Cloud Multi-tenant Applications with Cache in PaaS,Innovations in Bio-Inspired Computing and Applications,,,,10.1007/978-3-319-28031-8_2,K. R. Remesh BabuS. SaranyaPhilip Samuel,2016,https://link.springer.com/chapter/10.1007/978-3-319-28031-8_2,Conference paper
Geographical information system parallelization for spatial big data processing: a review,Cluster Computing,,,,10.1007/s10586-015-0512-2,Lingjun ZhaoLajiao ChenRajiv RanjanKim-Kwang Raymond ChooJijun He,2015,https://link.springer.com/article/10.1007/s10586-015-0512-2,Article
Enhanced Over_Sampling Techniques for Imbalanced Big Data Set Classification,Data Science and Big Data: An Environment of Computational Intelligence,,,,10.1007/978-3-319-53474-9_3,Sachin Subhash PatilShefali Pratap Sonavane,2017,https://link.springer.com/chapter/10.1007/978-3-319-53474-9_3,Chapter
Mining information science and Big Data concept for integrated safety monitoring in subsoil management,Journal of Mining Science,,,,10.1134/S1062739116061747,I. V. BychkovD. Ya. VladimirovV. N. OparinV. P. PotapovYu. I. Shokin,2016,https://link.springer.com/article/10.1134/S1062739116061747,Article
D-Ocean: an unstructured data management system for data ocean environment,Frontiers of Computer Science,,,,10.1007/s11704-015-5045-6,Yueting ZhuangYaoguang WangJian ShaoLing ChenWeiming LuJianling SunBaogang WeiJiangqin Wu,2015,https://link.springer.com/article/10.1007/s11704-015-5045-6,Article
Abstracts,European Biophysics Journal,,,,10.1007/s00249-017-1222-x,,2017,https://link.springer.com/article/10.1007/s00249-017-1222-x,Article
A Dynamic Rule Creation Based Anomaly Detection Method for Identifying Security Breaches in Log Records,Wireless Personal Communications,,,,10.1007/s11277-015-3128-1,Jakub BreierJana Branišová,2015,https://link.springer.com/article/10.1007/s11277-015-3128-1,Article
$$\partial u\partial u$$ Multi-Tenanted Framework: Distributed Near Duplicate Detection for Big Data,On the Move to Meaningful Internet Systems: OTM 2015 Conferences,,,,10.1007/978-3-319-26148-5_14,Pradeeban KathiraveluHelena GalhardasLuís Veiga,2015,https://link.springer.com/chapter/10.1007/978-3-319-26148-5_14,Conference paper
Symbolic Representation of Time Series: A Hierarchical Coclustering Formalization,Advanced Analysis and Learning on Temporal Data,,,,10.1007/978-3-319-44412-3_1,Alexis BonduMarc BoulléAntoine Cornuéjols,2016,https://link.springer.com/chapter/10.1007/978-3-319-44412-3_1,Conference paper
Network-on-Chip Design,Handbook of Hardware/Software Codesign,,,,10.1007/978-94-017-7358-4_16-1,Haseeb BokhariSri Parameswaran,2016,https://link.springer.com/rwe/10.1007/978-94-017-7358-4_16-1,Living reference work entry
Dynamic Materialization for Building Personalized Smart Cubes,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXVI,,,,10.1007/978-3-662-49784-5_3,Daniel K. AntwiHerna L. Viktor,2016,https://link.springer.com/chapter/10.1007/978-3-662-49784-5_3,Chapter
PPP-Codes for Large-Scale Similarity Searching,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXIV,,,,10.1007/978-3-662-49214-7_2,David NovakPavel Zezula,2016,https://link.springer.com/chapter/10.1007/978-3-662-49214-7_2,Chapter
Guaranteed Geocast Routing Protocol for Vehicular Adhoc Networks in Highway Traffic Environment,Wireless Personal Communications,,,,10.1007/s11277-015-2562-4,Omprakash KaiwartyaSushil Kumar,2015,https://link.springer.com/article/10.1007/s11277-015-2562-4,Article
Network and data location aware approach for simultaneous job scheduling and data replication in large-scale data grid environments,Frontiers of Computer Science,,,,10.1007/s11704-014-3146-2,Najme Mansouri,2014,https://link.springer.com/article/10.1007/s11704-014-3146-2,Article
RDF in the clouds: a survey,The VLDB Journal,,,,10.1007/s00778-014-0364-z,Zoi KaoudiIoana Manolescu,2014,https://link.springer.com/article/10.1007/s00778-014-0364-z,Article
Efficient Support for Range Queries and Range Updates Using Contention Adapting Search Trees,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-319-29778-1_3,Konstantinos SagonasKjell Winblad,2016,https://link.springer.com/chapter/10.1007/978-3-319-29778-1_3,Conference paper
Supporting Fluctuating Transactional Workload,Database and Expert Systems Applications,,,,10.1007/978-3-319-22852-5_25,Ibrahima GueyeIdrissa SarrHubert NaackeJoseph Ndong,2015,https://link.springer.com/chapter/10.1007/978-3-319-22852-5_25,Conference paper
A Threshold-based Dynamic Data Replication and Parallel Job Scheduling strategy to enhance Data Grid,Cluster Computing,,,,10.1007/s10586-013-0330-3,N. Mansouri,2013,https://link.springer.com/article/10.1007/s10586-013-0330-3,Article
A hybrid grid-GA-based LSSVR learning paradigm for crude oil price forecasting,Neural Computing and Applications,,,,10.1007/s00521-015-1999-4,Lean YuWei DaiLing TangJiaqian Wu,2015,https://link.springer.com/article/10.1007/s00521-015-1999-4,Article
Partitioning Templates for RDF,Advances in Databases and Information Systems,,,,10.1007/978-3-319-23135-8_21,Rebeca SchroederCarmem S. Hara,2015,https://link.springer.com/chapter/10.1007/978-3-319-23135-8_21,Conference paper
Anomaly Detection from Log Files Using Data Mining Techniques,Information Science and Applications,,,,10.1007/978-3-662-46578-3_53,Jakub BreierJana Branišová,2015,https://link.springer.com/chapter/10.1007/978-3-662-46578-3_53,Conference paper
Cloud-Hosted Data Storage Systems,Cloud Data Management,,,,10.1007/978-3-319-04765-2_3,Liang ZhaoSherif SakrAnna LiuAthman Bouguettaya,2014,https://link.springer.com/chapter/10.1007/978-3-319-04765-2_3,Chapter
Quality-of-service in cloud computing: modeling techniques and their applications,Journal of Internet Services and Applications,,,,10.1186/s13174-014-0011-3,Danilo ArdagnaGiuliano CasaleMichele CiavottaJuan F PérezWeikun Wang,2014,https://link.springer.com/article/10.1186/s13174-014-0011-3,Article
Analysis Perspective Views of Grid Simulation Tools,Journal of Grid Computing,,,,10.1007/s10723-015-9328-9,Harshadkumar B. PrajapatiVipul A. Shah,2015,https://link.springer.com/article/10.1007/s10723-015-9328-9,Article
Passive Network Awareness as a Means for Improved Grid Scheduling,Journal of Grid Computing,,,,10.1007/s10723-015-9332-0,Yehia ElkhatibChris Edwards,2015,https://link.springer.com/article/10.1007/s10723-015-9332-0,Article
Towards Comprehensive Measurement of Consistency Guarantees for Cloud-Hosted Data Storage Services,Performance Characterization and Benchmarking,,,,10.1007/978-3-319-04936-6_3,David BermbachLiang ZhaoSherif Sakr,2014,https://link.springer.com/chapter/10.1007/978-3-319-04936-6_3,Conference paper
Learning Assertions to Verify Linked-List Programs,Software Engineering and Formal Methods,,,,10.1007/978-3-319-22969-0_3,Jan Tobias MühlbergDavid H. WhiteMike DoddsGerald LüttgenFrank Piessens,2015,https://link.springer.com/chapter/10.1007/978-3-319-22969-0_3,Conference paper
Data Summarization Techniques for Big Data—A Survey,Handbook on Data Centers,,,,10.1007/978-1-4939-2092-1_38,Z. R. HesabiZ. TariA. GoscinskiA. FahadI. KhalilC. Queiroz,2015,https://link.springer.com/chapter/10.1007/978-1-4939-2092-1_38,Chapter
"
              <i>PRESC</i>
              <span class=""mathjax-tex"">\(^{2}\)</span>: efficient self-reconfiguration of cache strategies for elastic caching platforms",Computing,,,,10.1007/s00607-013-0365-6,Xiulei QinWei WangWenbo ZhangJun WeiXin ZhaoHua ZhongTao Huang,2013,https://link.springer.com/article/10.1007/s00607-013-0365-6,Article
PAIDD: a hybrid P2P-based architecture for improving data distribution in social networks,Science China Information Sciences,,,,10.1007/s11432-014-5084-x,Kai ShuangSen Su,2014,https://link.springer.com/article/10.1007/s11432-014-5084-x,Article
Identifying the optimal level of parallelism in transactional memory applications,Computing,,,,10.1007/s00607-013-0376-3,Diego DidonaPascal FelberDerin HarmanciPaolo RomanoJörg Schenker,2013,https://link.springer.com/article/10.1007/s00607-013-0376-3,Article
Index Techniques,Index and Query Methods  in Road Networks,,,,10.1007/978-3-319-10789-9_2,Jun FengToyohide Watanabe,2015,https://link.springer.com/chapter/10.1007/978-3-319-10789-9_2,Chapter
Iterative Computation of Connected Graph Components with MapReduce,Datenbank-Spektrum,,,,10.1007/s13222-014-0154-1,Lars KolbZiad SehiliErhard Rahm,2014,https://link.springer.com/article/10.1007/s13222-014-0154-1,Article
Query Processing for RDF Databases,Reasoning Web. Reasoning on the Web in the Big Data Era,,,,10.1007/978-3-319-10587-1_3,Zoi KaoudiAnastasios Kementsietsidis,2014,https://link.springer.com/chapter/10.1007/978-3-319-10587-1_3,Chapter
A Novel Heuristic Scheme for Modeling and Managing Time Bound Constraints in Data-Intensive Grid and Cloud Infrastructures,On the Move to Meaningful Internet Systems: OTM 2014 Workshops,,,,10.1007/978-3-662-45550-0_19,Alfredo CuzzocreaGuandong Xu,2014,https://link.springer.com/chapter/10.1007/978-3-662-45550-0_19,Conference paper
Survey on Grid Resource Allocation Mechanisms,Journal of Grid Computing,,,,10.1007/s10723-014-9292-9,Muhammad Bilal QureshiMaryam Mehri DehnaviNasro Min-AllahMuhammad Shuaib QureshiHameed HussainIlias RentifisNikos TziritasThanasis LoukopoulosSamee U. KhanCheng-Zhong XuAlbert Y. Zomaya,2014,https://link.springer.com/article/10.1007/s10723-014-9292-9,Article
Job scheduling and dynamic data replication in data grid environment,The Journal of Supercomputing,,,,10.1007/s11227-012-0850-2,Najme MansouriGholam Hosein Dastghaibyfard,2013,https://link.springer.com/article/10.1007/s11227-012-0850-2,Article
Efficient Buffer Management for Tree Indexes on Solid State Drives,International Journal of Parallel Programming,,,,10.1007/s10766-014-0340-7,Chengcheng YangPeiquan JinLihua YuePuyuan Yang,2014,https://link.springer.com/article/10.1007/s10766-014-0340-7,Article
How has your science data grown? Digital curation and the human factor: a critical literature review,Archival Science,,,,10.1007/s10502-014-9236-y,Alex H. Poole,2014,https://link.springer.com/article/10.1007/s10502-014-9236-y,Article
Literature Survey,Pipelined Multiprocessor System-on-Chip for Multimedia,,,,10.1007/978-3-319-01113-4_2,Haris JavaidSri Parameswaran,2014,https://link.springer.com/chapter/10.1007/978-3-319-01113-4_2,Chapter
Nonparametric Hierarchical Clustering of Functional Data,Advances in Knowledge Discovery and Management,,,,10.1007/978-3-319-02999-3_2,Marc BoulléRomain GuigourèsFabrice Rossi,2014,https://link.springer.com/chapter/10.1007/978-3-319-02999-3_2,Chapter
"Data-Intensive Cloud Computing: Requirements, Expectations, Challenges, and Solutions",Journal of Grid Computing,,,,10.1007/s10723-013-9255-6,Jawwad ShamsiMuhammad Ali KhojayeMohammad Ali Qasmi,2013,https://link.springer.com/article/10.1007/s10723-013-9255-6,Article
Power-Aware Replica Placement in Tree Networks with Multiple Servers per Client,Euro-Par 2014 Parallel Processing,,,,10.1007/978-3-319-09873-9_51,Guillaume AupyAnne BenoitMatthieu JournaultYves Robert,2014,https://link.springer.com/chapter/10.1007/978-3-319-09873-9_51,Conference paper
The OpenCog Framework,"Engineering General Intelligence, Part 2",,,,10.2991/978-94-6239-030-0_1,Ben GoertzelCassio PennachinNil Geisweiller,2014,https://link.springer.com/chapter/10.2991/978-94-6239-030-0_1,Chapter
Big Data Frequent Pattern Mining,Frequent Pattern Mining,,,,10.1007/978-3-319-07821-2_10,David C. AnastasiuJeremy IversonShaden SmithGeorge Karypis,2014,https://link.springer.com/chapter/10.1007/978-3-319-07821-2_10,Chapter
A Novel Resource Provisioning Model for DHT-Based Cloud Storage Systems,Network and Parallel Computing,,,,10.1007/978-3-662-44917-2_22,Jingya ZhouWen He,2014,https://link.springer.com/chapter/10.1007/978-3-662-44917-2_22,Conference paper
Randomized local search for the discrete competitive facility location problem,Automation and Remote Control,,,,10.1134/S0005117914040109,A. A. Mel’nikov,2014,https://link.springer.com/article/10.1134/S0005117914040109,Article
Semantic Web Service Composition: The Web Service Challenge Perspective,Web Services Foundations,,,,10.1007/978-1-4614-7518-7_7,Thomas WeiseM. Brian BlakeSteffen Bleul,2014,https://link.springer.com/chapter/10.1007/978-1-4614-7518-7_7,Chapter
"In-memory, distributed content-based recommender system",Journal of Intelligent Information Systems,,,,10.1007/s10844-013-0276-1,Simon DoomsPieter AudenaertJan FostierToon De PessemierLuc Martens,2013,https://link.springer.com/article/10.1007/s10844-013-0276-1,Article
FITCH: Supporting Adaptive Replicated Services in the Cloud,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-642-38541-4_2,Vinicius V. CogoAndré NogueiraJoão SousaMarcelo PasinHans P. ReiserAlysson Bessani,2013,https://link.springer.com/chapter/10.1007/978-3-642-38541-4_2,Conference paper
Efficient Node Bootstrapping for Decentralised Shared-Nothing Key-Value Stores,Middleware 2013,,,,10.1007/978-3-642-45065-5_18,Han LiSrikumar Venugopal,2013,https://link.springer.com/chapter/10.1007/978-3-642-45065-5_18,Conference paper
Physical Data Warehouse Design,Data Warehouse Systems,,,,10.1007/978-3-642-54655-6_7,Alejandro VaismanEsteban Zimányi,2014,https://link.springer.com/chapter/10.1007/978-3-642-54655-6_7,Chapter
Research achievements on the new generation Internet architecture and protocols,Science China Information Sciences,,,,10.1007/s11432-013-5021-4,Ying LiuJianPing WuZhou ZhangKe Xu,2013,https://link.springer.com/article/10.1007/s11432-013-5021-4,Article
Rank Aggregation of Candidate Sets for Efficient Similarity Search,Database and Expert Systems Applications,,,,10.1007/978-3-319-10085-2_4,David NovakPavel Zezula,2014,https://link.springer.com/chapter/10.1007/978-3-319-10085-2_4,Conference paper
Scalable Dynamic Partial Order Reduction,Runtime Verification,,,,10.1007/978-3-642-35632-2_4,Jiri SimsaRandy BryantGarth GibsonJason Hickey,2013,https://link.springer.com/chapter/10.1007/978-3-642-35632-2_4,Conference paper
On the Performance of the Spotify Backend,Journal of Network and Systems Management,,,,10.1007/s10922-013-9292-2,Rerngvit YanggratokeGunnar KreitzMikael GoldmannRolf StadlerViktoria Fodor,2013,https://link.springer.com/article/10.1007/s10922-013-9292-2,Article
A Theoretical Foundation for Scheduling and Designing Heterogeneous Processors for Interactive Applications,Distributed Computing,,,,10.1007/978-3-662-45174-8_11,Shaolei RenYuxiong HeKathryn S. McKinley,2014,https://link.springer.com/chapter/10.1007/978-3-662-45174-8_11,Conference paper
Assurance of Self-adaptive Controllers for the Cloud,Assurances for Self-Adaptive Systems,,,,10.1007/978-3-642-36249-1_12,Alessio GambiGiovanni ToffettiMauro Pezzè,2013,https://link.springer.com/chapter/10.1007/978-3-642-36249-1_12,Chapter
Revisiting ETL Benchmarking: The Case for Hybrid Flows,Selected Topics in Performance Evaluation and Benchmarking,,,,10.1007/978-3-642-36727-4_6,Alkis SimitsisKevin Wilkinson,2013,https://link.springer.com/chapter/10.1007/978-3-642-36727-4_6,Conference paper
"Data Placement in P2P Data Grids Considering the Availability, Security, Access Performance and Load Balancing",Journal of Grid Computing,,,,10.1007/s10723-012-9232-5,Manghui TuHui MaLiangliang XiaoI.-Ling YenFarokh BastaniDianxiang Xu,2012,https://link.springer.com/article/10.1007/s10723-012-9232-5,Article
A set of novel mining tools for efficient biological knowledge discovery,Artificial Intelligence Review,,,,10.1007/s10462-013-9413-z,Zafeiria-Marina IoannouChristos MakrisGeorge P. PatrinosGiannis Tzimas,2013,https://link.springer.com/article/10.1007/s10462-013-9413-z,Article
Atmosphere: A Universal Cross-Cloud Communication Infrastructure,Middleware 2013,,,,10.1007/978-3-642-45065-5_9,Chamikara JayalathJulian James StephenPatrick Eugster,2013,https://link.springer.com/chapter/10.1007/978-3-642-45065-5_9,Conference paper
Data Scheduling in Data Grids and Data Centers: A Short Taxonomy of Problems and Intelligent Resolution Techniques,Transactions on Computational Collective Intelligence X,,,,10.1007/978-3-642-38496-7_7,Joanna KołodziejSamee Ullah Khan,2013,https://link.springer.com/chapter/10.1007/978-3-642-38496-7_7,Chapter
Heuristics-Based Workload Analysis for Relational DBMSs,"Information Systems: Methods, Models, and Applications",,,,10.1007/978-3-642-38370-0_3,Andreas LübckeVeit KöppenGunter Saake,2013,https://link.springer.com/chapter/10.1007/978-3-642-38370-0_3,Conference paper
Churn-aware optimal layer scheduling scheme for scalable video distribution in super-peer overlay networks,The Journal of Supercomputing,,,,10.1007/s11227-012-0858-7,Yong-Hyuk MoonJeong-Nyeo KimChan-Hyun Youn,2013,https://link.springer.com/article/10.1007/s11227-012-0858-7,Article
A multi-colony ant algorithm for optimizing join queries in distributed database systems,Knowledge and Information Systems,,,,10.1007/s10115-012-0608-4,Ladan GolshanaraSeyed Mohammad Taghi Rouhani RankoohiHamed Shah-Hosseini,2013,https://link.springer.com/article/10.1007/s10115-012-0608-4,Article
A Brief History of Network Programmability and Related Fields,Network-Embedded Management and Applications,,,,10.1007/978-1-4419-6769-5_2,Ralf Wolter,2013,https://link.springer.com/chapter/10.1007/978-1-4419-6769-5_2,Chapter
Progressive and Approximate Join Algorithms on Data Streams,Advanced Query Processing,,,,10.1007/978-3-642-28323-9_7,Wee Hyong TokStéphane Bressan,2013,https://link.springer.com/chapter/10.1007/978-3-642-28323-9_7,Chapter
Dynamic Workload-Based Partitioning Algorithms for Continuously Growing Databases,Transactions on Large-Scale Data- and Knowledge-Centered Systems XII,,,,10.1007/978-3-642-45315-1_5,Miguel Liroz-GistauReza AkbariniaEsther PacittiFabio PortoPatrick Valduriez,2013,https://link.springer.com/chapter/10.1007/978-3-642-45315-1_5,Chapter
A Semi-Interquartile Min-Min Max-Min (SIM2) Approach for Grid Task Scheduling,Proceedings of International Conference on Advances in Computing,,,,10.1007/978-81-322-0740-5_50,Sanjaya Kumar PandaSourav Kumar BhoiPabitra Mohan Khilar,2013,https://link.springer.com/chapter/10.1007/978-81-322-0740-5_50,Conference paper
Itemset-Based Variable Construction in Multi-relational Supervised Learning,Inductive Logic Programming,,,,10.1007/978-3-642-38812-5_10,Dhafer LahbibMarc BoulléDominique Laurent,2013,https://link.springer.com/chapter/10.1007/978-3-642-38812-5_10,Conference paper
Replacement techniques for dynamic NUCA cache designs on CMPs,The Journal of Supercomputing,,,,10.1007/s11227-012-0859-6,Javier LiraCarlos MolinaRyan N. RakvicAntonio González,2013,https://link.springer.com/article/10.1007/s11227-012-0859-6,Article
Incremental Algorithms for Selecting Horizontal Schemas of Data Warehouses: The Dynamic Case,"Data Management in Cloud, Grid and P2P Systems",,,,10.1007/978-3-642-40053-7_2,Ladjel BellatrecheRima BouchakriAlfredo CuzzocreaSofian Maabout,2013,https://link.springer.com/chapter/10.1007/978-3-642-40053-7_2,Conference paper
Merging ring-structured overlay indices: toward network-data transparency,Computing,,,,10.1007/s00607-012-0201-4,Anwitaman Datta,2012,https://link.springer.com/article/10.1007/s00607-012-0201-4,Article
DEMB: Cache-Aware Scheduling for Distributed Query Processing,Job Scheduling Strategies for Parallel Processing,,,,10.1007/978-3-642-35867-8_2,Junyong LeeYoungmoon EomAlan SussmanBeomseok Nam,2013,https://link.springer.com/chapter/10.1007/978-3-642-35867-8_2,Conference paper
Performance Evaluation of a New Scheduling Algorithm in Data Grid Environment,Computer Science and Convergence,,,,10.1007/978-94-007-2792-2_26,N. MansouriGh. DastghaibyfardA. Horri,2012,https://link.springer.com/chapter/10.1007/978-94-007-2792-2_26,Conference paper
Binary Vote Assignment Grid Quorum for Managing Fragmented Database,Information Computing and Applications,,,,10.1007/978-3-642-34062-8_76,A. NoraziahAinul Azila Che FauziNoriyani Mohd ZinTutut Herawan,2012,https://link.springer.com/chapter/10.1007/978-3-642-34062-8_76,Conference paper
Web-Scale Job Scheduling,Job Scheduling Strategies for Parallel Processing,,,,10.1007/978-3-642-35867-8_1,Walfredo CirneEitan Frachtenberg,2013,https://link.springer.com/chapter/10.1007/978-3-642-35867-8_1,Conference paper
A novel dynamic network data replication scheme based on historical access record and proactive deletion,The Journal of Supercomputing,,,,10.1007/s11227-011-0708-z,Zhe WangTao LiNaixue XiongYi Pan,2011,https://link.springer.com/article/10.1007/s11227-011-0708-z,Article
Parallel bulk-loading of spatial data with MapReduce: An R-tree case,Wuhan University Journal of Natural Sciences,,,,10.1007/s11859-011-0790-3,Yi LiuNing JingLuo ChenHuizhong Chen,2011,https://link.springer.com/article/10.1007/s11859-011-0790-3,Article
Planning for Optimal Multi-site Data Distribution for Disaster Recovery,"Economics of Grids, Clouds, Systems, and Services",,,,10.1007/978-3-642-28675-9_12,Shubhashis SenguptaK. M. Annervaz,2012,https://link.springer.com/chapter/10.1007/978-3-642-28675-9_12,Conference paper
Research on Heterogeneous Resource Sharing and Dynamic Allocation Strategy in Campus Grid,Frontiers in Computer Education,,,,10.1007/978-3-642-27552-4_111,Dejun Wang,2012,https://link.springer.com/chapter/10.1007/978-3-642-27552-4_111,Chapter
A proactive personalised mobile recommendation system using analytic hierarchy process and Bayesian network,Journal of Internet Services and Applications,,,,10.1007/s13174-012-0061-3,Kam Fung YeungYanyan YangDavid Ndzi,2012,https://link.springer.com/article/10.1007/s13174-012-0061-3,Article
